SIBOR DATE,SIBOR 1M,SIBOR 3M,SIBOR 6M,SIBOR 12M
3/10/2019,1.87209,1.87675,1.93625,2.12234
4/10/2019,1.87209,1.8755,1.93625,2.12234
7/10/2019,1.87209,1.8755,1.93625,2.12234
8/10/2019,1.87021,1.8755,1.93625,2.12234
9/10/2019,1.86984,1.87525,1.93625,2.12234
10/10/2019,1.86959,1.875,1.93625,2.09379
11/10/2019,1.86959,1.87475,1.9355,2.09358
14/10/2019,1.86909,1.87467,1.9355,2.09358
15/10/2019,1.86809,1.87467,1.9345,2.09271
16/10/2019,1.86709,1.87242,1.9345,2.09271
17/10/2019,1.86709,1.87242,1.9345,2.09271
18/10/2019,1.86709,1.87242,1.9345,2.09271
21/10/2019,1.86284,1.86992,1.9345,2.09271
22/10/2019,1.82867,1.834,1.9345,2.09271
23/10/2019,1.82783,1.83163,1.9345,2.09271
24/10/2019,1.82408,1.83088,1.9345,2.09271
25/10/2019,1.80217,1.83088,1.9345,2.09271
29/10/2019,1.80217,1.83088,1.93425,2.09271
30/10/2019,1.78088,1.80788,1.93425,2.09271
31/10/2019,1.78163,1.80563,1.93425,2.09271
1/11/2019,1.79797,1.80338,1.93425,2.09271
4/11/2019,1.774,1.80125,1.93425,2.09271
5/11/2019,1.77125,1.80117,1.93425,2.09213
6/11/2019,1.76725,1.77184,1.9335,2.09213
7/11/2019,1.763,1.76884,1.90454,2.065
8/11/2019,1.76275,1.76884,1.90391,2.0635
11/11/2019,1.76275,1.76884,1.90391,2.0635
12/11/2019,1.763,1.77144,1.86658,2.0635
13/11/2019,1.73958,1.77011,1.83008,1.99825
14/11/2019,1.73958,1.76744,1.82887,1.99663
15/11/2019,1.73983,1.76744,1.82774,1.97188
18/11/2019,1.73783,1.76361,1.82637,1.96792
19/11/2019,1.73883,1.76589,1.82942,1.96374
20/11/2019,1.73883,1.76506,1.82834,1.96425
21/11/2019,1.73908,1.76789,1.82834,1.96792
22/11/2019,1.73933,1.76814,1.82834,1.96792
25/11/2019,1.73933,1.76814,1.82834,1.96792
26/11/2019,1.73933,1.76731,1.82864,1.96792
27/11/2019,1.74258,1.76981,1.82864,1.96434
28/11/2019,1.74558,1.76781,1.82864,1.96434
29/11/2019,1.74658,1.76864,1.82864,1.96434
2/12/2019,1.74658,1.76925,1.82563,1.96505
3/12/2019,1.74658,1.77063,1.82563,1.967
4/12/2019,1.74633,1.77063,1.82563,1.967
5/12/2019,1.74633,1.77313,1.82563,1.967
6/12/2019,1.74633,1.77288,1.82563,1.967
9/12/2019,1.74633,1.77288,1.82563,1.967
10/12/2019,1.74733,1.7725,1.82663,1.96692
11/12/2019,1.74733,1.7725,1.82763,1.96692
12/12/2019,1.74633,1.7725,1.82763,1.96692
13/12/2019,1.74833,1.7725,1.82763,1.96692
16/12/2019,1.74833,1.7725,1.82863,1.96692
17/12/2019,1.74833,1.7725,1.82763,1.96588
18/12/2019,1.74833,1.7725,1.82863,1.96588
19/12/2019,1.74833,1.7735,1.82863,1.96588
20/12/2019,1.75,1.774,1.82976,1.96888
23/12/2019,1.75,1.77425,1.82976,1.96888
24/12/2019,1.75,1.7745,1.82989,1.96888
26/12/2019,1.75,1.77475,1.82989,1.96888
27/12/2019,1.75,1.775,1.82876,1.96788
30/12/2019,1.75,1.7745,1.82776,1.96788
31/12/2019,1.75,1.77425,1.82776,1.96788
2/1/2020,1.749,1.7745,1.82976,1.96788
3/1/2020,1.749,1.77275,1.82963,1.96788
6/1/2020,1.74733,1.7725,1.82563,1.965
7/1/2020,1.74533,1.7725,1.82663,1.964
8/1/2020,1.74733,1.771,1.82676,1.96038
9/1/2020,1.74533,1.771,1.82676,1.9595
10/1/2020,1.74533,1.771,1.82676,1.96338
13/1/2020,1.74333,1.771,1.82676,1.96338
14/1/2020,1.73758,1.771,1.82676,1.96338
15/1/2020,1.73558,1.768,1.82676,1.96338
16/1/2020,1.6855,1.74037,1.82676,1.96338
17/1/2020,1.68717,1.74,1.82363,1.96338
20/1/2020,1.68644,1.74,1.82363,1.96338
21/1/2020,1.68717,1.73862,1.82363,1.96338
22/1/2020,1.6855,1.738,1.82363,1.96338
23/1/2020,1.68414,1.73262,1.82263,1.96338
24/1/2020,1.684,1.73262,1.82263,1.96238
28/1/2020,1.68511,1.73562,1.82163,1.96038
29/1/2020,1.68108,1.73162,1.82063,1.95838
30/1/2020,1.68475,1.71275,1.82363,1.96138
31/1/2020,1.68625,1.71275,1.82363,1.96038
3/2/2020,1.68675,1.71463,1.82576,1.96325
4/2/2020,1.68775,1.71488,1.82563,1.96038
5/2/2020,1.687,1.71488,1.82576,1.96325
6/2/2020,1.68725,1.71375,1.82576,1.96138
7/2/2020,1.6875,1.71501,1.82676,1.96138
10/2/2020,1.68675,1.71501,1.82676,1.96338
11/2/2020,1.68388,1.71501,1.82363,1.96238
12/2/2020,1.68325,1.71313,1.82363,1.96038
13/2/2020,1.68427,1.71277,1.82375,1.96238
14/2/2020,1.68525,1.71264,1.82375,1.96238
17/2/2020,1.68325,1.71239,1.82271,1.96238
18/2/2020,1.683,1.71149,1.82271,1.96238
19/2/2020,1.684,1.71125,1.82271,1.96138
20/2/2020,1.6819,1.71125,1.82171,1.96138
21/2/2020,1.681,1.71125,1.82171,1.96038
24/2/2020,1.68241,1.71125,1.82071,1.96238
25/2/2020,1.67917,1.71225,1.81121,1.94584
26/2/2020,1.68191,1.712,1.80404,1.93746
27/2/2020,1.64279,1.68933,1.80404,1.936
28/2/2020,1.64259,1.68908,1.80217,1.936
2/3/2020,1.58238,1.63013,1.74075,1.874
3/3/2020,1.57951,1.62725,1.742,1.85022
4/3/2020,1.5308,1.57935,1.68838,1.80638
5/3/2020,1.46701,1.47101,1.60431,1.71691
6/3/2020,1.46113,1.46207,1.59648,1.70913
9/3/2020,1.33201,1.35701,1.51813,1.65424
10/3/2020,1.32488,1.34979,1.51246,1.64017
11/3/2020,1.32488,1.35342,1.46476,1.53213
12/3/2020,1.24325,1.3205,1.43584,1.5
13/3/2020,1.12155,1.21683,1.3755,1.43887
16/3/2020,0.99225,1.08125,1.248,1.31325
17/3/2020,0.9875,0.99083,1.17433,1.26083
18/3/2020,0.98917,0.9949,1.17633,1.26183
19/3/2020,0.99192,0.99929,1.17633,1.26183
20/3/2020,0.99292,1.00867,1.17666,1.26183
23/3/2020,0.99392,1.01117,1.17666,1.26183
24/3/2020,0.99392,1.01117,1.17666,1.26183
25/3/2020,0.99492,1.01942,1.17666,1.26183
26/3/2020,0.99292,1.01867,1.17666,1.26083
27/3/2020,0.99292,1.01867,1.17666,1.26083
30/3/2020,0.99192,1.01232,1.17716,1.26083
31/3/2020,0.98858,0.99815,1.17716,1.26166
1/4/2020,0.98875,0.99959,1.17716,1.26166
2/4/2020,0.98875,0.98984,1.17716,1.26166
3/4/2020,0.98875,0.98959,1.17533,1.26166
6/4/2020,0.98617,0.98834,1.17533,1.26166
7/4/2020,0.98833,0.99034,1.17666,1.26166
8/4/2020,0.98833,0.99371,1.17716,1.26166
9/4/2020,0.98833,0.99396,1.17633,1.26166
13/4/2020,0.98833,0.99084,1.17633,1.26166
14/4/2020,0.98833,0.99059,1.17633,1.26166
15/4/2020,0.98617,0.98909,1.17533,1.26166
16/4/2020,0.93783,0.98884,1.17533,1.26166
17/4/2020,0.88963,0.98834,1.17408,1.26166
20/4/2020,0.89004,0.98834,1.17408,1.26041
21/4/2020,0.89167,0.98859,1.17408,1.26093
22/4/2020,0.80667,0.98859,1.17408,1.26041
23/4/2020,0.75333,0.94241,1.05125,1.21563
24/4/2020,0.75334,0.93909,1.05125,1.21563
27/4/2020,0.75,0.93859,1.05125,1.21563
28/4/2020,0.748,0.93842,1.05,1.21438
29/4/2020,0.685,0.88825,1.04875,1.20965
30/4/2020,0.622,0.85808,1.0485,1.20883
4/5/2020,0.56838,0.82841,1.04825,1.20883
5/5/2020,0.4985,0.7505,1,1.16313
6/5/2020,0.439,0.69083,1,1.16079
8/5/2020,0.44663,0.69875,1,1.1593
11/5/2020,0.378,0.68567,0.93775,1.1583
12/5/2020,0.3735,0.68542,0.8755,1.06525
13/5/2020,0.37125,0.65426,0.87275,1.06225
14/5/2020,0.315,0.62325,0.81225,1.06183
15/5/2020,0.3125,0.62225,0.80975,1.05983
18/5/2020,0.31,0.62225,0.80933,1.05983
19/5/2020,0.24942,0.55325,0.749,1.03013
20/5/2020,0.24875,0.55941,0.74775,1.02908
21/5/2020,0.2485,0.55916,0.7475,1.02908
22/5/2020,0.2485,0.55916,0.74725,1.02908
26/5/2020,0.2445,0.55091,0.74725,1.02908
27/5/2020,0.2465,0.55916,0.74725,1.03013
28/5/2020,0.249,0.55941,0.74725,1.03013
29/5/2020,0.248,0.55966,0.74725,1.03013
