month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat,long
2020-01,ang mo kio,3 room,04 to 06,73,new generation,1976,55 years 07 months,265000,208 ang mo kio avenue 1,1.3660451,103.83697
2020-01,ang mo kio,3 room,19 to 21,70,model a,2012,91 years 08 months,470000,307c ang mo kio avenue 1,1.3655819,103.8451826
2020-01,ang mo kio,3 room,01 to 03,73,new generation,1977,56 years 04 months,230000,319 ang mo kio avenue 1,1.3660451,103.83697
2020-01,ang mo kio,3 room,04 to 06,73,new generation,1976,55 years 03 months,280000,216 ang mo kio avenue 1,1.3660451,103.83697
2020-01,ang mo kio,3 room,07 to 09,68,new generation,1980,59 years 01 month,220000,556 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,10 to 12,68,new generation,1980,59 years 01 month,280000,536 ang mo kio avenue 10,1.37448265,103.8540871
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1980,59 years 01 month,240000,560 ang mo kio avenue 10,1.3751559,103.8547884
2020-01,ang mo kio,3 room,04 to 06,82,new generation,1980,59 years 02 months,301000,463 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1979,58 years 07 months,255000,476 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1979,58 years 07 months,233000,442 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,07 to 09,67,new generation,1980,59 years,250000,578 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1979,58 years 07 months,245000,442 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1979,58 years 07 months,255000,445 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1979,58 years,288000,435 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1979,58 years 07 months,235000,442 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,3 room,07 to 09,67,new generation,1984,63 years 08 months,268000,466 ang mo kio avenue 10,1.36584095,103.8570313
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1979,58 years 05 months,240000,570 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,04 to 06,88,new generation,1978,57 years 04 months,320000,345 ang mo kio avenue 3,1.3690601,103.8578081
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1976,55 years 03 months,250000,213 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1978,57 years 09 months,250000,126 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1979,58 years 05 months,265000,587 ang mo kio avenue 3,1.3700549,103.8754001
2020-01,ang mo kio,3 room,10 to 12,67,new generation,1978,57 years 09 months,300000,121 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,04 to 06,73,new generation,1978,57 years 03 months,320000,345 ang mo kio avenue 3,1.3690601,103.8578081
2020-01,ang mo kio,3 room,10 to 12,67,new generation,1977,56 years 03 months,255000,212 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,04 to 06,88,new generation,1978,57 years 02 months,355000,301 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1978,57 years 09 months,270000,120 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1978,57 years 09 months,283000,121 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1978,57 years 09 months,245000,121 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,3 room,01 to 03,73,new generation,1977,56 years 07 months,255000,256 ang mo kio avenue 4,1.3718021,103.8367391
2020-01,ang mo kio,3 room,07 to 09,75,new generation,1980,59 years 10 months,308000,644 ang mo kio avenue 4,1.3718021,103.8367391
2020-01,ang mo kio,3 room,04 to 06,82,new generation,1981,60 years 04 months,302500,178 ang mo kio avenue 4,1.3763809,103.8368214
2020-01,ang mo kio,3 room,01 to 03,68,new generation,1981,60 years 09 months,250000,629 ang mo kio avenue 4,1.3791029,103.8399705
2020-01,ang mo kio,3 room,04 to 06,82,new generation,1981,60 years 04 months,362000,155 ang mo kio avenue 4,1.37586315,103.8400998
2020-01,ang mo kio,3 room,04 to 06,82,new generation,1981,60 years 01 month,340000,502 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,3 room,07 to 09,68,new generation,1981,60 years 01 month,278000,154 ang mo kio avenue 5,1.3762767,103.8412395
2020-01,ang mo kio,3 room,07 to 09,67,new generation,1980,59 years 06 months,280000,601 ang mo kio avenue 5,1.3810333,103.8351337
2020-01,ang mo kio,3 room,07 to 09,67,new generation,1980,59 years 01 month,246100,535 ang mo kio avenue 5,1.37458685,103.8530421
2020-01,ang mo kio,3 room,07 to 09,68,new generation,1981,60 years 03 months,245000,181 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,3 room,07 to 09,67,new generation,1980,59 years 01 month,318000,535 ang mo kio avenue 5,1.37458685,103.8530421
2020-01,ang mo kio,3 room,01 to 03,67,new generation,1980,59 years 01 month,223000,533 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,3 room,04 to 06,67,new generation,1979,58 years,260000,124 ang mo kio avenue 6,1.3745323,103.8449634
2020-01,ang mo kio,3 room,01 to 03,82,new generation,1980,59 years 09 months,305000,728 ang mo kio avenue 6,1.37263945,103.8456832
2020-01,ang mo kio,3 room,19 to 21,67,model a,2015,94 years 11 months,458888,650 ang mo kio street 61,1.3796293,103.8428089
2020-01,ang mo kio,3 room,10 to 12,67,model a,2015,94 years 11 months,423000,650 ang mo kio street 61,1.3796293,103.8428089
2020-01,ang mo kio,4 room,04 to 06,98,new generation,1976,55 years 07 months,370000,207 ang mo kio avenue 1,1.3660451,103.83697
2020-01,ang mo kio,4 room,16 to 18,97,model a,2012,91 years 08 months,715000,307a ang mo kio avenue 1,1.36605405,103.8444582
2020-01,ang mo kio,4 room,13 to 15,94,model a,2012,91 years 08 months,660000,310b ang mo kio avenue 1,1.36477835,103.8442211
2020-01,ang mo kio,4 room,01 to 03,91,new generation,1980,59 years 01 month,360000,575 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,10 to 12,92,new generation,1979,58 years 08 months,383000,414 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,07 to 09,93,new generation,1980,59 years 02 months,383000,536 ang mo kio avenue 10,1.37448265,103.8540871
2020-01,ang mo kio,4 room,10 to 12,91,new generation,1984,63 years 07 months,345000,473 ang mo kio avenue 10,1.36306195,103.8568367
2020-01,ang mo kio,4 room,01 to 03,93,new generation,1984,63 years 08 months,328000,466 ang mo kio avenue 10,1.36584095,103.8570313
2020-01,ang mo kio,4 room,04 to 06,92,new generation,1979,58 years 07 months,360000,413 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,04 to 06,99,new generation,1979,58 years 07 months,360000,419 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,04 to 06,92,new generation,1980,59 years,345000,559 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,01 to 03,92,new generation,1979,58 years 07 months,370000,412 ang mo kio avenue 10,1.3638542,103.8552899
2020-01,ang mo kio,4 room,10 to 12,99,new generation,1979,58 years 07 months,452000,419 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,4 room,07 to 09,98,new generation,1978,57 years 08 months,500000,325 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,4 room,01 to 03,98,new generation,1978,57 years 08 months,435000,325 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,4 room,04 to 06,91,new generation,1978,57 years 01 month,338000,229 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,4 room,04 to 06,92,new generation,1978,57 years 09 months,390000,427 ang mo kio avenue 3,1.3692957,103.8545767
2020-01,ang mo kio,4 room,07 to 09,91,new generation,1978,57 years,383000,229 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,4 room,10 to 12,91,new generation,1982,61 years 01 month,385000,173 ang mo kio avenue 4,1.3718021,103.8367391
2020-01,ang mo kio,4 room,01 to 03,91,new generation,1981,60 years 04 months,348000,179 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,4 room,01 to 03,91,new generation,1981,60 years 03 months,350000,179 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,4 room,04 to 06,90,model a,2003,82 years 08 months,590800,700b ang mo kio avenue 6,1.3694566,103.846276
2020-01,ang mo kio,4 room,01 to 03,91,new generation,1980,59 years 06 months,378000,507 ang mo kio avenue 8,1.3732754,103.8480815
2020-01,ang mo kio,4 room,10 to 12,92,new generation,1980,59 years 08 months,425000,625 ang mo kio avenue 9,1.3827225,103.8393515
2020-01,ang mo kio,4 room,10 to 12,100,new generation,1980,59 years 08 months,396000,622 ang mo kio avenue 9,1.3827225,103.8393515
2020-01,ang mo kio,4 room,07 to 09,90,model a,2001,80 years 08 months,510000,353 ang mo kio street 32,1.36401545,103.8516218
2020-01,ang mo kio,4 room,16 to 18,95,model a,2001,80 years 09 months,582000,352 ang mo kio street 32,1.3643903,103.8508954
2020-01,ang mo kio,4 room,13 to 15,90,dbss,2011,90 years 07 months,639000,588b ang mo kio street 52,1.3719907,103.8530395
2020-01,ang mo kio,4 room,16 to 18,90,dbss,2011,90 years 07 months,723888,588c ang mo kio street 52,1.3718687,103.8534834
2020-01,ang mo kio,5 room,01 to 03,119,improved,1979,58 years 01 month,485000,439 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,5 room,01 to 03,119,improved,1979,58 years 04 months,465000,401 ang mo kio avenue 10,1.36099395,103.8554229
2020-01,ang mo kio,5 room,10 to 12,119,improved,1979,58 years,535000,439 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,5 room,16 to 18,120,improved,1980,59 years,580000,458 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,5 room,07 to 09,117,standard,1978,57 years 01 month,450000,101 ang mo kio avenue 3,1.3710233,103.8703865
2020-01,ang mo kio,5 room,01 to 03,133,improved,1993,72 years 03 months,700000,423 ang mo kio avenue 3,1.3706564,103.8733734
2020-01,ang mo kio,5 room,10 to 12,121,improved,1981,60 years,530000,501 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,5 room,10 to 12,118,improved,1980,59 years 07 months,645000,520 ang mo kio avenue 5,1.3788857,103.8745912
2020-01,ang mo kio,5 room,16 to 18,117,improved,1980,59 years 10 months,630000,710 ang mo kio avenue 8,1.3703146,103.8489248
2020-01,ang mo kio,5 room,28 to 30,110,improved,2002,81 years 11 months,789000,596a ang mo kio street 52,1.3722161,103.8544724
2020-01,ang mo kio,5 room,07 to 09,120,dbss,2011,90 years 07 months,840000,588b ang mo kio street 52,1.3719907,103.8530395
2020-01,ang mo kio,5 room,10 to 12,117,dbss,2011,90 years 07 months,819800,588a ang mo kio street 52,1.3720898,103.8526935
2020-01,ang mo kio,executive,07 to 09,163,adjoined flat,1980,59 years,770000,576 ang mo kio avenue 10,1.3751296,103.8546476
2020-01,ang mo kio,executive,07 to 09,150,adjoined flat,1980,59 years 08 months,623000,623 ang mo kio avenue 9,1.3827225,103.8393515
2020-01,bedok,3 room,10 to 12,68,new generation,1980,59 years 05 months,285000,550 bedok north avenue 1,1.3322337,103.9263233
2020-01,bedok,3 room,07 to 09,67,new generation,1979,58 years,293000,424 bedok north avenue 1,1.32838355,103.927523
2020-01,bedok,3 room,04 to 06,67,new generation,1979,58 years 06 months,260000,521 bedok north avenue 1,1.33023815,103.9270801
2020-01,bedok,3 room,04 to 06,67,new generation,1978,57 years 10 months,295000,418 bedok north avenue 2,1.3287246,103.9300138
2020-01,bedok,3 room,07 to 09,82,new generation,1978,57 years 10 months,310000,418 bedok north avenue 2,1.3287246,103.9300138
2020-01,bedok,3 room,07 to 09,67,new generation,1977,56 years 06 months,265000,102 bedok north avenue 4,1.3365635,103.9489339
2020-01,bedok,3 room,13 to 15,82,new generation,1977,56 years 06 months,332000,105 bedok north avenue 4,1.3365635,103.9489339
2020-01,bedok,3 room,07 to 09,59,improved,1978,57 years 01 month,235000,74 bedok north road,1.3294349,103.9238042
2020-01,bedok,3 room,10 to 12,60,improved,1986,65 years 03 months,250000,77 bedok north road,1.3294349,103.9238042
2020-01,bedok,3 room,07 to 09,67,new generation,1978,57 years 04 months,275000,125 bedok north road,1.3294349,103.9238042
2020-01,bedok,3 room,10 to 12,59,improved,1978,57 years,268000,75 bedok north road,1.3381219,103.9179913
2020-01,bedok,3 room,01 to 03,67,new generation,1979,58 years,262000,426 bedok north road,1.3297715,103.9290552
2020-01,bedok,3 room,07 to 09,59,improved,1978,57 years,237000,74 bedok north road,1.3294349,103.9238042
2020-01,bedok,3 room,07 to 09,68,new generation,1979,58 years,263000,419 bedok north street 1,1.3265601,103.9277181
2020-01,bedok,3 room,01 to 03,59,improved,1978,57 years 04 months,226000,502 bedok north street 3,1.33119695,103.9312026
2020-01,bedok,3 room,10 to 12,67,new generation,1979,58 years 07 months,241000,525 bedok north street 3,1.33472795,103.9289243
2020-01,bedok,3 room,04 to 06,68,new generation,1980,59 years 06 months,245000,540 bedok north street 3,1.3310533,103.9219289
2020-01,bedok,3 room,01 to 03,67,new generation,1979,58 years 08 months,238000,509 bedok north street 3,1.3337835,103.9308648
2020-01,bedok,3 room,04 to 06,82,new generation,1980,59 years 04 months,308888,545 bedok north street 3,1.3299811,103.9239241
2020-01,bedok,3 room,10 to 12,68,new generation,1980,59 years 01 month,290000,532 bedok north street 3,1.33397915,103.9251872
2020-01,bedok,3 room,10 to 12,67,new generation,1979,58 years 06 months,285000,525 bedok north street 3,1.33472795,103.9289243
2020-01,bedok,3 room,10 to 12,82,new generation,1980,59 years,328000,536 bedok north street 3,1.333298,103.9229781
2020-01,bedok,3 room,01 to 03,67,new generation,1979,58 years 06 months,250000,525 bedok north street 3,1.33472795,103.9289243
2020-01,bedok,3 room,07 to 09,67,new generation,1985,64 years 08 months,245000,542 bedok north street 3,1.33059935,103.922631
2020-01,bedok,3 room,04 to 06,70,new generation,1985,64 years 08 months,275000,105 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,07 to 09,67,new generation,1983,62 years 01 month,288000,628 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,07 to 09,68,new generation,1981,60 years 04 months,280000,615 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,01 to 03,68,new generation,1981,60 years 06 months,260000,704 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,04 to 06,68,new generation,1982,61 years 05 months,278000,616 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,04 to 06,68,new generation,1981,60 years 06 months,280000,713 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,07 to 09,68,new generation,1980,59 years 10 months,300000,703 bedok reservoir road,1.3371143,103.9199923
2020-01,bedok,3 room,07 to 09,68,new generation,1981,60 years 06 months,300000,704 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,3 room,13 to 15,65,improved,1976,55 years,250500,2 bedok south avenue 1,1.3212585,103.9332191
2020-01,bedok,3 room,10 to 12,59,improved,1976,55 years,243000,1 bedok south avenue 1,1.3148778,103.9335649
2020-01,bedok,3 room,10 to 12,65,improved,1974,53 years 01 month,272000,40 chai chee avenue,1.3253011,103.9232041
2020-01,bedok,3 room,04 to 06,73,improved,1974,53 years,290000,32 chai chee avenue,1.3253011,103.9232041
2020-01,bedok,3 room,07 to 09,73,improved,1974,53 years,280000,32 chai chee avenue,1.3253011,103.9232041
2020-01,bedok,3 room,10 to 12,67,new generation,1985,64 years 06 months,300000,42 chai chee street,1.32792105,103.9257641
2020-01,bedok,3 room,13 to 15,67,new generation,1985,64 years 06 months,280000,42 chai chee street,1.32792105,103.9257641
2020-01,bedok,3 room,07 to 09,67,new generation,1985,64 years 05 months,288000,41 chai chee street,1.3273225,103.9260649
2020-01,bedok,3 room,13 to 15,65,improved,1977,56 years 04 months,292000,29 new upper changi road,1.3243771,103.9329056
2020-01,bedok,3 room,07 to 09,60,improved,1985,64 years 09 months,268000,57 new upper changi road,1.3243771,103.9329056
2020-01,bedok,4 room,13 to 15,92,new generation,1978,57 years 11 months,395000,507 bedok north avenue 3,1.3249149,103.9356161
2020-01,bedok,4 room,04 to 06,92,new generation,1979,58 years 06 months,335000,93 bedok north avenue 4,1.33288635,103.9414152
2020-01,bedok,4 room,10 to 12,91,new generation,1977,56 years 06 months,368000,104 bedok north avenue 4,1.3332927,103.9366184
2020-01,bedok,4 room,07 to 09,92,new generation,1979,58 years 01 month,420000,428 bedok north road,1.3294349,103.9238042
2020-01,bedok,4 room,10 to 12,91,new generation,1978,57 years 06 months,355000,80 bedok north road,1.3294349,103.9238042
2020-01,bedok,4 room,16 to 18,85,model a,2006,85 years 02 months,630000,182 bedok north road,1.3294349,103.9238042
2020-01,bedok,4 room,07 to 09,92,new generation,1979,58 years,398000,421 bedok north road,1.3294349,103.9238042
2020-01,bedok,4 room,04 to 06,92,new generation,1978,57 years 02 months,320000,119 bedok north road,1.3301685,103.9386942
2020-01,bedok,4 room,07 to 09,92,new generation,1978,57 years 05 months,390000,78 bedok north road,1.3294349,103.9238042
2020-01,bedok,4 room,04 to 06,92,new generation,1980,59 years 04 months,330000,547 bedok north street 3,1.33002325,103.9250022
2020-01,bedok,4 room,10 to 12,92,new generation,1980,59 years,325000,532 bedok north street 3,1.33397915,103.9251872
2020-01,bedok,4 room,13 to 15,92,new generation,1979,58 years 06 months,375000,523 bedok north street 3,1.33433005,103.9305708
2020-01,bedok,4 room,13 to 15,87,dbss,2014,93 years 08 months,718000,748b bedok reservoir cres,1.33629535,103.921281
2020-01,bedok,4 room,10 to 12,87,dbss,2014,93 years 08 months,663000,747c bedok reservoir cres,1.33676455,103.9219593
2020-01,bedok,4 room,13 to 15,87,dbss,2014,93 years 08 months,670000,748b bedok reservoir cres,1.33629535,103.921281
2020-01,bedok,4 room,01 to 03,87,dbss,2014,93 years 07 months,655000,748b bedok reservoir cres,1.33629535,103.921281
2020-01,bedok,4 room,04 to 06,93,new generation,1980,59 years 11 months,388000,702 bedok reservoir road,1.33718775,103.9189068
2020-01,bedok,4 room,10 to 12,91,new generation,1981,60 years 03 months,400000,627 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,10 to 12,91,new generation,1981,60 years 02 months,386500,622 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,04 to 06,104,model a,1984,63 years,415000,718 bedok reservoir road,1.3368887,103.9252833
2020-01,bedok,4 room,01 to 03,89,simplified,1987,66 years 03 months,380000,126 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,10 to 12,98,new generation,1980,59 years 10 months,400000,710 bedok reservoir road,1.3355491,103.9238012
2020-01,bedok,4 room,01 to 03,104,model a,1987,66 years,405000,143 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,01 to 03,91,new generation,1985,64 years 06 months,365000,110 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,10 to 12,93,new generation,1985,64 years 06 months,388000,110 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,10 to 12,93,new generation,1983,62 years,395000,628 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,4 room,04 to 06,107,premium apartment,2000,79 years 11 months,535000,761 bedok reservoir view,1.33625185,103.9338293
2020-01,bedok,4 room,07 to 09,105,premium apartment,2000,79 years 11 months,533800,767 bedok reservoir view,1.3359167,103.9369444
2020-01,bedok,4 room,13 to 15,105,premium apartment,2000,79 years 11 months,525000,771 bedok reservoir view,1.3359523,103.9389363
2020-01,bedok,4 room,01 to 03,90,improved,1977,56 years 08 months,338000,35 bedok south avenue 2,1.32231235,103.9397734
2020-01,bedok,4 room,01 to 03,82,improved,1976,55 years,330000,6 bedok south avenue 2,1.32220445,103.9350378
2020-01,bedok,4 room,07 to 09,82,improved,1976,55 years,315000,5 bedok south avenue 2,1.32203555,103.934292
2020-01,bedok,4 room,07 to 09,105,model a,1985,64 years 02 months,486000,166 bedok south avenue 3,1.3200314,103.9451883
2020-01,bedok,4 room,07 to 09,84,improved,1977,56 years 08 months,309000,43 bedok south road,1.3194205,103.9349305
2020-01,bedok,4 room,10 to 12,91,new generation,1982,61 years 09 months,350000,61 chai chee road,1.3251396,103.9206969
2020-01,bedok,4 room,07 to 09,90,model a,2001,80 years 01 month,500000,10 chai chee road,1.3274203,103.9246577
2020-01,bedok,4 room,07 to 09,108,model a,1996,75 years 11 months,480000,655 jalan tenaga,1.3330359,103.906911
2020-01,bedok,4 room,13 to 15,106,model a,1996,75 years 09 months,500000,659 jalan tenaga,1.3341858,103.9061792
2020-01,bedok,5 room,19 to 21,119,improved,1978,57 years 10 months,600000,415 bedok north avenue 2,1.32963155,103.9302479
2020-01,bedok,5 room,25 to 27,118,improved,1980,59 years 06 months,660000,407 bedok north avenue 3,1.32844535,103.9337166
2020-01,bedok,5 room,16 to 18,118,improved,1980,59 years 06 months,633000,405 bedok north avenue 3,1.3249149,103.9356161
2020-01,bedok,5 room,04 to 06,123,standard,1978,57 years 10 months,470000,99 bedok north avenue 4,1.33391945,103.9394464
2020-01,bedok,5 room,04 to 06,132,model a,1993,72 years 04 months,615000,94d bedok north avenue 4,1.33361565,103.9413919
2020-01,bedok,5 room,10 to 12,123,standard,1978,57 years 10 months,490000,99 bedok north avenue 4,1.33391945,103.9394464
2020-01,bedok,5 room,01 to 03,117,standard,1978,57 years 05 months,380000,111 bedok north road,1.3294349,103.9238042
2020-01,bedok,5 room,07 to 09,136,adjoined flat,1979,58 years 07 months,590000,529 bedok north street 3,1.3342791,103.9264509
2020-01,bedok,5 room,10 to 12,123,improved,1982,61 years 04 months,465000,601 bedok reservoir road,1.3299325,103.9113794
2020-01,bedok,5 room,13 to 15,123,improved,1993,72 years 04 months,488000,611 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,5 room,04 to 06,122,improved,1987,66 years 01 month,448000,147 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,5 room,10 to 12,125,improved,1985,64 years 06 months,470000,112 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,5 room,07 to 09,121,improved,1993,72 years 04 months,500000,611 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,5 room,13 to 15,115,premium apartment,2000,79 years 11 months,650000,762 bedok reservoir view,1.3363128,103.9345917
2020-01,bedok,5 room,22 to 24,118,standard,1978,57 years 02 months,638000,32 bedok south avenue 2,1.32262995,103.9378415
2020-01,bedok,5 room,13 to 15,133,model a,1995,74 years 11 months,765000,14 bedok south avenue 2,1.3211398,103.9362529
2020-01,bedok,5 room,19 to 21,115,standard,1978,57 years 02 months,512800,32 bedok south avenue 2,1.32262995,103.9378415
2020-01,bedok,5 room,04 to 06,133,model a,1983,62 years 07 months,525000,1 chai chee road,1.32802795,103.9222041
2020-01,bedok,5 room,04 to 06,126,improved,1993,72 years 04 months,610000,805 chai chee road,1.324478,103.921465
2020-01,bedok,5 room,22 to 24,120,standard,1977,56 years 06 months,615000,60 new upper changi road,1.3240257,103.9315385
2020-01,bedok,executive,13 to 15,143,apartment,1993,72 years 04 months,758000,94c bedok north avenue 4,1.3365635,103.9489339
2020-01,bedok,executive,07 to 09,142,apartment,1993,72 years 04 months,680000,634 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,executive,13 to 15,143,apartment,1993,72 years 04 months,798888,643 bedok reservoir road,1.3434475,103.9381167
2020-01,bedok,executive,07 to 09,148,maisonette,1985,64 years 09 months,580000,115 bedok reservoir road,1.3306757,103.9087432
2020-01,bedok,executive,04 to 06,150,maisonette,1985,64 years 09 months,630000,115 bedok reservoir road,1.3306757,103.9087432
2020-01,bedok,executive,04 to 06,146,apartment,1993,72 years 05 months,740000,10e bedok south avenue 2,1.32161165,103.9369627
2020-01,bishan,3 room,04 to 06,64,simplified,1986,65 years,387000,115 bishan street 12,1.3457256,103.8501597
2020-01,bishan,3 room,01 to 03,64,simplified,1988,67 years,328000,195 bishan street 13,1.3483952,103.8508313
2020-01,bishan,3 room,01 to 03,67,new generation,1985,64 years 05 months,373000,313 shunfu road,1.35142015,103.8371514
2020-01,bishan,4 room,01 to 03,84,simplified,1989,68 years,392000,150a bishan street 11,1.34469605,103.8559229
2020-01,bishan,4 room,04 to 06,93,simplified,1989,68 years 02 months,420000,151 bishan street 11,1.345283,103.855659
2020-01,bishan,4 room,04 to 06,84,simplified,1985,64 years 05 months,480000,112 bishan street 12,1.34693715,103.8493979
2020-01,bishan,4 room,04 to 06,84,simplified,1985,64 years 06 months,510000,112 bishan street 12,1.34693715,103.8493979
2020-01,bishan,4 room,07 to 09,83,simplified,1986,65 years 11 months,472000,127 bishan street 12,1.3462184,103.8515119
2020-01,bishan,4 room,07 to 09,104,model a,1988,67 years 07 months,480000,144 bishan street 12,1.3458613,103.8536032
2020-01,bishan,4 room,07 to 09,84,simplified,1988,67 years 07 months,440000,141 bishan street 12,1.34507265,103.8535076
2020-01,bishan,4 room,07 to 09,84,simplified,1986,65 years 01 month,510000,122 bishan street 12,1.3468191,103.8506331
2020-01,bishan,4 room,01 to 03,104,model a,1986,65 years,590000,115 bishan street 12,1.3457256,103.8501597
2020-01,bishan,4 room,04 to 06,85,simplified,1988,67 years 01 month,445000,195 bishan street 13,1.3483952,103.8508313
2020-01,bishan,4 room,01 to 03,112,model a,1992,71 years 07 months,555000,253 bishan street 22,1.3622542,103.8432326
2020-01,bishan,4 room,04 to 06,109,model a,1992,71 years 04 months,508000,236 bishan street 22,1.3603399,103.8433784
2020-01,bishan,4 room,10 to 12,113,model a,1992,71 years 03 months,600000,235 bishan street 22,1.3603399,103.8433784
2020-01,bishan,4 room,13 to 15,108,model a,1992,71 years 06 months,670000,285 bishan street 22,1.3588413,103.8438535
2020-01,bishan,4 room,07 to 09,102,model a,1992,71 years 03 months,555000,226 bishan street 23,1.3558609,103.8474718
2020-01,bishan,4 room,04 to 06,103,model a,1992,71 years 03 months,485000,214 bishan street 23,1.3573729,103.848478
2020-01,bishan,4 room,28 to 30,95,dbss,2011,90 years 08 months,888888,273a bishan street 24,1.3586854,103.843008
2020-01,bishan,5 room,04 to 06,121,improved,1986,65 years 10 months,690000,103 bishan street 12,1.3457256,103.8501597
2020-01,bishan,5 room,01 to 03,121,improved,1987,66 years 05 months,650000,124 bishan street 12,1.34654545,103.8514024
2020-01,bishan,5 room,01 to 03,121,improved,1987,66 years,672000,101 bishan street 12,1.3457256,103.8501597
2020-01,bishan,5 room,13 to 15,121,improved,1987,66 years 11 months,707000,155 bishan street 13,1.34618195,103.856047
2020-01,bishan,5 room,13 to 15,121,improved,1988,67 years 08 months,640000,165 bishan street 13,1.3490415,103.8563933
2020-01,bishan,5 room,10 to 12,131,improved,1987,66 years 10 months,780000,155 bishan street 13,1.34618195,103.856047
2020-01,bishan,5 room,01 to 03,122,improved,1987,66 years 11 months,685000,166 bishan street 13,1.34863265,103.8551049
2020-01,bishan,5 room,10 to 12,139,model a,1992,71 years 04 months,800000,226 bishan street 23,1.3558609,103.8474718
2020-01,bishan,5 room,04 to 06,133,model a,1992,71 years 03 months,698000,214 bishan street 23,1.3573729,103.848478
